State, FIPS,Met_Healthy_People_Objective of,"Age_Adjusted_Incidence_Rate_cases_per_100,000","Lower_95%_Confidence_Interval","Upper_95%_Confidence_Interval",Average_Annual_Count,Recent_Trend,"Recent_5_Year_Trend_in_Incidence_Rates","Lower_95%_Confidence_Interval","Upper_95%_Confidence_Interval"
"Childress County, Texas(6,10)",48075,***,1758.4 ,1416.7, 2156.6,19,stable,-3.0 ,-20.0, 17.7
"Fairfax City, Virginia(6,10)",51600,***,1758.1 ,1557.4, 1977.1,57,stable,-4.1 ,-13.6, 6.5
"Travis County, Texas(6,10)",48453,***,1757.7 ,1718.9, 1797.2,1655,stable,-0.9 ,-6.2, 4.6
"Emmons County, North Dakota(6,10)",38029,***,1757.5 ,1386.8, 2194.7,16,stable,-4.1 ,-32.0, 35.2
"Harrison County, Missouri(6,10)",29081,***,1757.4 ,1494.6, 2052.7,32,stable,8.0 ,-4.0, 21.5
"Allamakee County, Iowa(7,8)",19005,***,1756.8 ,1548, 1985.9,52,falling,-1.0 ,-1.8, -0.3
"McIntosh County, Oklahoma(6,10)",40091,***,1756.7 ,1591.2, 1934.8,84,stable,-2.2 ,-7.8, 3.9
"Greeley County, Nebraska(6,10)",31077,***,1756.4 ,1316.3, 2296.7,11,stable,-5.3 ,-22.3, 15.5
"Davis County, Utah(7,8)",49011,***,1756 ,1688.2, 1825.9,516,falling,-2.7 ,-4.9, -0.5
"Bosque County, Texas(6,10)",48035,***,1755.6 ,1579.6, 1946,74,stable,4.3 ,-4.9, 14.4
"Morris County, Texas(6,10)",48343,***,1755.6 ,1534.8, 1999.2,46,stable,1.4 ,-6.0, 9.5
"LaMoure County, North Dakota(6,10)",38045,***,1755.6 ,1400.7, 2171.4,18,stable,10.0 ,-5.1, 27.5
"Candler County, Georgia(7,8)",13043,***,1755.6 ,1486.9, 2059.4,32,stable,1.1 ,-1.4, 3.7
"Major County, Oklahoma(6,10)",40093,***,1755.3 ,1468, 2082.3,26,stable,-4.8 ,-27.2, 24.5
"Delaware County, Oklahoma(6,10)",40041,***,1754.6 ,1636, 1879.6,168,stable,-2.4 ,-16.0, 13.3
"Douglas County, Oregon(6,10)",41019,***,1754.5 ,1681.1, 1830.3,436,stable,-6.1 ,-21.8, 12.9
"Weld County, Colorado(6,10)",08123,***,1754.5 ,1686.5, 1824.5,524,stable,-2.8 ,-6.4, 1.0
"Pepin County, Wisconsin(6,10)",55091,***,1754.1 ,1462.3, 2086.8,26,stable,-5.6 ,-23.7, 16.7
"Titus County, Texas(6,10)",48449,***,1753.8 ,1577.7, 1944.2,74,falling,-6.6 ,-11.5, -1.5
"Santa Clara County, California(7,8)",06085,***,1752.7 ,1728.3, 1777.4,4015,falling,-2.4 ,-3.0, -1.7
"El Paso County, Texas(6,10)",48141,***,1751.9 ,1713.5, 1791,1601,stable,-0.7 ,-2.4, 0.9
"Leon County, Florida(6,10)",12073,***,1751.7 ,1684.8, 1820.6,547,stable,-2.5 ,-9.6, 5.1
"Howard County, Maryland(6,10)",24027,***,1751.7 ,1689.4, 1815.6,631,stable,-2.5 ,-8.7, 4.2
"Houghton County, Michigan(6,10)",26061,***,1751.6 #  ,1600, 1913.6,100,stable,0.1 ,-9.2, 10.4
"Texas County, Missouri(6,10)",29215,***,1751.3 ,1590.4, 1924.1,87,stable,3.8 ,-7.8, 16.8
"Steele County, North Dakota(6,10)",38091,***,1750.8 ,1230.5, 2415.8,7,stable,22.9 ,-4.4, 58.0
"Oscoda County, Michigan(6,10)",26135,***,1750.3 #  ,1504.5, 2025.1,37,stable,-4.9 ,-18.1, 10.3
"Karnes County, Texas(6,10)",48255,***,1749.3 ,1506.2, 2020.2,37,stable,-5.2 ,-21.0, 13.7
"Caribou County, Idaho(7,8)",16029,***,1749 ,1421.6, 2129.3,20,stable,-0.7 ,-2.8, 1.6
"Fergus County, Montana(6,10)",30027,***,1749 ,1526.1, 1995.2,45,stable,-0.2 ,-14.9, 17.0
"Choctaw County, Mississippi(6,10)",28019,***,1748.8 ,1474.5, 2059.4,29,stable,3.4 ,-3.8, 11.1
"Yankton County, South Dakota(6,10)",46135,***,1748.4 ,1562.5, 1949.9,67,stable,2.4 ,-3.5, 8.6
"Pierce County, North Dakota(6,10)",38069,***,1748.4 ,1396.7, 2161.8,18,stable,4.4 ,-33.4, 63.7
"Waushara County, Wisconsin(6,10)",55137,***,1748 ,1591.1, 1916.2,92,stable,-1.9 ,-10.5, 7.5
"Newaygo County, Michigan(6,10)",26123,***,1747.7 #  ,1621.1, 1881.6,144,stable,-1.4 ,-13.7, 12.8
"Harrison County, Ohio(6,10)",39067,***,1747.5 ,1540.5, 1974.5,52,stable,0.2 ,-21.9, 28.5
"Lee County, Florida(6,10)",12071,***,1747.2 ,1719.8, 1775,3113,falling,-2.6 ,-3.4, -1.9
"District of Columbia(6,10)",11001,***,1745.4 ,1703, 1788.6,1333,falling,-7.3 ,-9.9, -4.6
"Hudson County, New Jersey(7,8)",34017,***,1745.3 ,1702.3, 1789.1,1274,falling,-1.6 ,-2.0, -1.2
"Butte County, Idaho(7,8)",16023,***,1744.5 ,1286.6, 2313.7,10,stable,5.2 ,-1.3, 12.0
"Columbia County, Washington(6,10)",53013,***,1743.4 ,1401, 2144.9,18,stable,6.2 ,-15.1, 32.9
"Winston County, Alabama(6,10)",01133,***,1742.9 ,1578.4, 1920.2,84,stable,-0.2 ,-8.4, 8.7
"Wheatland County, Montana(6,10)",30107,***,1742.6 ,1249.9, 2365.6,8,stable,-0.2 ,-38.2, 61.0
"San Francisco County, California(7,8)",06075,***,1742.5 ,1709.2, 1776.4,2148,falling,-1.2 ,-1.4, -0.9
"Walton County, Florida(6,10)",12131,***,1741.9 ,1630.3, 1859.2,190,stable,0.2 ,-6.3, 7.1
"Emery County, Utah(7,8)",49015,***,1741.7 ,1452.2, 2072.2,26,stable,-1.0 ,-2.3, 0.2
"Galveston County, Texas(6,10)",48167,***,1741.6 ,1682.7, 1802.1,685,stable,-2.1 ,-5.6, 1.6
"St. Joseph County, Michigan(6,10)",26149,***,1741.5 #  ,1625, 1864.1,169,stable,-2.8 ,-13.9, 9.7
"Madera County, California(7,8)",06039,***,1741.2 ,1657.3, 1828.3,331,falling,-1.2 ,-2.1, -0.3
"Valley County, Idaho(7,8)",16085,***,1741.1 ,1474.7, 2042.1,34,falling,-3.6 ,-5.3, -1.9
"Steuben County, Indiana(6,10)",18151,***,1738.7 ,1589, 1898.8,102,stable,-5.5 ,-16.0, 6.3
"Wayne County, Nebraska(6,10)",31179,***,1737.7 ,1434.9, 2084.8,24,stable,-13.2 ,-32.6, 11.8
"Adams County, Idaho(7,8)",16003,***,1737.5 ,1378.4, 2163.5,17,stable,-2.1 ,-5.2, 1.1
"Sevier County, Utah(7,8)",49041,***,1736.4 ,1536.9, 1954.7,55,stable,-0.6 ,-1.5, 0.2
"George County, Mississippi(6,10)",28039,***,1735.6 ,1528.8, 1963.1,55,stable,1.9 ,-10.8, 16.5
"Alcona County, Michigan(6,10)",26001,***,1735.3 #  ,1546.9, 1940.4,63,stable,-1.2 ,-10.1, 8.7
"Comanche County, Texas(6,10)",48093,***,1735.1 ,1532, 1957.6,53,stable,2.6 ,-7.6, 13.9
"Red River County, Texas(6,10)",48387,***,1733.9 ,1522.8, 1966,49,stable,-5.0 ,-18.2, 10.3
"Sutter County, California(7,8)",06101,***,1733.7 ,1635.2, 1836.6,234,falling,-1.2 ,-1.8, -0.5
"DeSoto County, Florida(6,10)",12027,***,1733 ,1599.1, 1875.2,124,falling,-8.1 ,-13.9, -2.0
"Custer County, Oklahoma(6,10)",40039,***,1732.6 ,1546.9, 1934.2,64,stable,-8.1 ,-17.7, 2.7
"Greenlee County, Arizona(6,10)",04011,***,1731.7 ,1395.3, 2124.4,19,stable,18.9 ,-6.9, 51.9
"Berrien County, Georgia(7,8)",13019,***,1731.5 ,1526.9, 1956.1,53,stable,-0.5 ,-1.8, 0.9
"Knox County, Nebraska(6,10)",31107,***,1731.3 ,1477.5, 2015.7,35,stable,1.1 ,-17.3, 23.6
"Dona Ana County, New Mexico(7,8)",35013,***,1731.3 ,1664.2, 1800.4,509,falling,-4.0 ,-7.6, -0.3
"Moore County, Tennessee(6,10)",47127,***,1729.8 ,1418.2, 2089.8,22,stable,-6.2 ,-20.4, 10.5
"Cherokee County, Alabama(6,10)",01019,***,1729.4 ,1570.6, 1900,91,falling,-10.2 ,-16.5, -3.3
"Lane County, Oregon(6,10)",41039,***,1729.3 ,1682, 1777.7,1048,stable,-2.9 ,-9.1, 3.8
"Washington County, Alabama(6,10)",01129,***,1728 ,1513.9, 1964.1,48,stable,-3.3 ,-6.6, 0.1
"Nacogdoches County, Texas(6,10)",48347,***,1727.5 ,1603, 1859.2,146,stable,-3.0 ,-10.0, 4.5
"Madison County, Montana(6,10)",30057,***,1727.3 ,1470.4, 2016.6,34,stable,6.6 ,-12.4, 29.6
"Treutlen County, Georgia(7,8)",13283,***,1726.6 ,1395, 2114.5,19,stable,0.8 ,-0.8, 2.5
"Bon Homme County, South Dakota(6,10)",46009,***,1725.5 ,1421.1, 2075,24,stable,1.7 ,-22.4, 33.3
"Forest County, Pennsylvania(6,10)",42053,***,1724.9 ,1438.6, 2052.5,27,stable,-3.0 ,-19.1, 16.3
"Perry County, Indiana(6,10)",18123,***,1724.2 ,1522.5, 1945,54,stable,-6.3 ,-22.7, 13.5
"Giles County, Virginia(6,10)",51071,***,1724 ,1528.5, 1937.7,58,stable,3.7 ,-5.5, 13.9
"Taylor County, Wisconsin(6,10)",55119,***,1723.8 ,1534.6, 1929.7,61,stable,1.2 ,-13.6, 18.4
"Monroe County, Michigan(6,10)",26115,***,1723.5 #  ,1647.6, 1802.1,398,stable,4.9 ,-10.5, 22.9
"Clay County, Nebraska(6,10)",31035,***,1723.1 ,1401.7, 2096,21,stable,-3.5 ,-21.6, 18.8
"Washita County, Oklahoma(6,10)",40149,***,1722.3 ,1470.1, 2005.1,34,stable,5.5 ,-11.5, 25.8
"Boulder County, Colorado(6,10)",08013,***,1722 ,1661, 1784.7,631,stable,-3.8 ,-9.2, 2.0
"Colusa County, California(7,8)",06011,***,1721.9 ,1506.5, 1959.3,47,stable,0.1 ,-2.2, 2.4
"Sharkey County, Mississippi(6,10)",28125,***,1721.5 ,1316.5, 2211,13,stable,-2.4 ,-23.3, 24.1
"Ward County, Texas(6,10)",48475,***,1721.2 ,1442, 2038.5,27,stable,2.1 ,-20.5, 31.1
"Newton County, Texas(6,10)",48351,***,1720.7 ,1501, 1964,45,stable,-2.8 ,-16.9, 13.6
"Appling County, Georgia(7,8)",13001,***,1720.6 ,1508.6, 1954.2,49,stable,-0.8 ,-2.4, 0.8
"Adair County, Oklahoma(6,10)",40001,***,1720.4 ,1520, 1940.1,55,stable,0.6 ,-27.7, 40.1
"Towner County, North Dakota(6,10)",38095,***,1720.2 ,1254.4, 2301.4,9,stable,-5.7 ,-41.2, 51.3
"Holt County, Nebraska(6,10)",31089,***,1719.9 ,1476.8, 1991.1,37,stable,-10.3 ,-26.7, 9.8
"Marshall County, South Dakota(6,10)",46091,***,1719.9 ,1349.5, 2158.6,15,stable,-11.7 ,-44.3, 40.0
"Midland County, Texas(6,10)",48329,***,1719.2 ,1628.9, 1813.1,278,stable,-7.3 ,-14.2, 0.2
"Choctaw County, Alabama(6,10)",01023,***,1717.1 ,1504.3, 1951.6,48,stable,3.1 ,-16.0, 26.6
"Howard County, Arkansas(6,10)",05061,***,1717 ,1480.7, 1980.1,38,stable,-4.6 ,-22.6, 17.5
"Erath County, Texas(6,10)",48143,***,1716.5 ,1561.7, 1882.5,92,stable,3.6 ,-0.1, 7.4
"Kerr County, Texas(6,10)",48265,***,1716.2 ,1617.8, 1819.1,229,stable,1.1 ,-8.0, 11.0
"Wrangell-Petersburg Census Area, Alaska(6,10)",02280,***,1716.2 ,1355.6, 2144.1,16,stable,-0.7 ,-16.2, 17.6
"Grayson County, Virginia(6,10)",51077,***,1715.7 ,1524.5, 1924.2,59,stable,-1.2 ,-21.7, 24.8
"Ohio County, Indiana(6,10)",18115,***,1715.6 ,1388.6, 2097,20,falling,-13.2 ,-21.8, -3.7
"Franklin County, Massachusetts(7,8)",25011,***,1715.6 ,1611.5, 1824.5,217,falling,-1.8 ,-2.6, -1.0
"Lassen County, California(7,8)",06035,***,1715.5 ,1531.7, 1915.4,67,stable,0.6 ,-0.9, 2.2
"Los Angeles County, California(7,8)",06037,***,1715 ,1704.4, 1725.6,20747,falling,-1.8 ,-2.6, -1.0
"Lauderdale County, Mississippi(6,10)",28075,***,1715 ,1610.9, 1824,205,stable,-1.1 ,-5.2, 3.2
"Phillips County, Colorado(6,10)",08095,***,1714.9 ,1354, 2141.6,16,stable,-4.8 ,-23.7, 18.7
"Sioux County, Nebraska(6,10)",31165,***,1714.5 ,1094.3, 2552.7,5,falling,-29.6 ,-43.7, -11.9
"Weber County, Utah(7,8)",49057,***,1714.1 ,1643.1, 1787.4,449,stable,-0.3 ,-0.6, 0.0
"Izard County, Arkansas(6,10)",05065,***,1714 ,1521.2, 1924.7,58,falling,-4.5 ,-7.2, -1.6
"Clear Creek County, Colorado(6,10)",08019,***,1713.7 ,1399.2, 2079.7,25,stable,-4.5 ,-26.1, 23.3
"Bandera County, Texas(6,10)",48019,***,1713.6 ,1549.2, 1890.7,84,stable,0.6 ,-8.4, 10.4
"Haines Borough, Alaska(6,10)",02100,***,1713.6 ,1152.7, 2449.5,7,stable,-22.3 ,-41.7, 3.6
"Franklin County, Washington(6,10)",53021,***,1713.2 ,1573.9, 1861.5,117,stable,-3.2 ,-15.2, 10.5
"Cameron County, Texas(6,10)",48061,***,1712.7 ,1661.8, 1764.8,865,falling,-2.9 ,-4.6, -1.2
"Palo Pinto County, Texas(6,10)",48363,***,1712 ,1552.7, 1883.2,87,stable,1.3 ,-8.1, 11.8
"Cottle County, Texas(6,10)",48101,***,1710.7 ,1143.7, 2459.2,6,stable,-11.1 ,-25.6, 6.2
"Highlands County, Florida(6,10)",12055,***,1710.5 ,1648.7, 1774.1,580,falling,-7.0 ,-12.6, -1.0
"Socorro County, New Mexico(7,8)",35053,***,1710.2 ,1497.5, 1944.7,48,stable,-0.3 ,-1.0, 0.4
"Tyler County, West Virginia(6,10)",54095,***,1709.6 ,1450.8, 2001.5,32,stable,2.0 ,-23.2, 35.5
"Graham County, North Carolina(6,10)",37075,***,1709.5 ,1451.9, 1999.5,32,stable,-5.3 ,-25.0, 19.6
"Garrett County, Maryland(6,10)",24023,***,1709.4 ,1561.4, 1867.6,100,stable,1.4 ,-8.9, 12.9
"Kit Carson County, Colorado(6,10)",08063,***,1708.4 ,1407.8, 2053.8,23,stable,-3.2 ,-35.6, 45.5
"Monroe County, Ohio(6,10)",39111,***,1708.1 ,1505.3, 1930.6,52,stable,3.6 ,-9.7, 18.9
"Toole County, Montana(6,10)",30101,***,1705.6 ,1305.7, 2187.2,13,stable,-17.3 ,-36.3, 7.3
"Conecuh County, Alabama(6,10)",01035,***,1705.3 ,1485.7, 1948.2,44,stable,-0.4 ,-16.7, 19.1
"Henry County, Virginia(6,10)",51089,***,1704.6 ,1598.7, 1815.8,194,stable,4.6 ,-5.0, 15.2
"Morrow County, Oregon(6,10)",41049,***,1704.3 ,1427, 2020.3,27,stable,-1.5 ,-20.2, 21.6
"Trinity County, California(7,8)",06105,***,1704.3 ,1499.1, 1929.8,52,falling,-2.3 ,-4.2, -0.4
"Polk County, Missouri(6,10)",29167,***,1704.2 ,1551, 1868.4,92,stable,-3.1 ,-6.6, 0.6
"Parke County, Indiana(6,10)",18121,***,1704.2 ,1496.5, 1932.8,50,rising,6.3 ,3.7, 8.9
"Lincoln County, Washington(6,10)",53043,***,1703.9 ,1475.6, 1957.5,41,stable,5.4 ,-20.4, 39.7
"Edmunds County, South Dakota(6,10)",46045,***,1703.9 ,1326.3, 2154.6,14,stable,-5.4 ,-22.9, 16.1
"Imperial County, California(7,8)",06025,***,1703.7 ,1624.6, 1785.6,353,falling,-1.2 ,-1.9, -0.6
"Belmont County, Ohio(6,10)",39013,***,1703.2 ,1602.3, 1808.8,218,stable,6.1 ,-6.3, 20.1
"Emanuel County, Georgia(7,8)",13107,***,1703.1 ,1509.6, 1914.7,57,stable,-0.5 ,-2.0, 1.0
"San Benito County, California(7,8)",06069,***,1703 ,1561.6, 1853.7,112,stable,-1.3 ,-2.5, 0.0
"Williams County, North Dakota(6,10)",38105,***,1702.9 ,1500, 1925.2,53,stable,-1.1 ,-5.8, 3.9
"Taylor County, West Virginia(6,10)",54091,***,1701.2 ,1497.2, 1925.3,51,stable,6.5 ,-1.1, 14.7
"Hamilton County, Florida(6,10)",12047,***,1701.2 ,1461, 1969.8,38,stable,-0.0 ,-19.6, 24.3
"Liberty County, Montana(6,10)",30051,***,1700.3 ,1199.6, 2336.2,8,stable,-6.1 ,-27.9, 22.2
"Bamberg County, South Carolina(6,10)",45009,***,1700.2 ,1491.2, 1930.4,49,stable,-1.8 ,-14.8, 13.1
"Saluda County, South Carolina(6,10)",45081,***,1700 ,1513.4, 1903.3,61,stable,3.5 ,-11.0, 20.3
"Florence County, Wisconsin(6,10)",55037,***,1699.8 ,1353.9, 2107.4,17,stable,-1.1 ,-8.2, 6.5
"Perry County, Alabama(6,10)",01105,***,1698.8 ,1436, 1995.6,30,falling,-10.3 ,-18.3, -1.5
"Siskiyou County, California(7,8)",06093,***,1698.5 ,1582.6, 1820.8,166,falling,-1.8 ,-3.2, -0.3
"Maui County, Hawaii(7,8)",15009,***,1698.4 ,1623.8, 1775.6,413,rising,3.6 ,0.5, 6.8
"Minidoka County, Idaho(7,8)",16067,***,1698.1 ,1499.2, 1916,54,falling,-1.7 ,-2.9, -0.5
"Brazos County, Texas(6,10)",48041,***,1697.9 ,1610.2, 1789.1,287,falling,-3.5 ,-6.8, -0.1
"Box Elder County, Utah(7,8)",49003,***,1696.6 ,1553.8, 1849,104,stable,-0.8 ,-1.6, 0.0
"Dawson County, Georgia(7,8)",13085,***,1696.5 ,1508.7, 1901.8,68,falling,-3.0 ,-5.0, -0.9
"Washington County, Texas(6,10)",48477,***,1696.5 ,1559, 1842.7,115,falling,-6.3 ,-10.5, -2.0
"Catoosa County, Georgia(7,8)",13047,***,1695.6 ,1583.7, 1813.4,175,stable,-1.6 ,-3.5, 0.3
"Washakie County, Wyoming(6,10)",56043,***,1694.4 ,1421.7, 2004.2,28,stable,-8.5 ,-25.6, 12.6
"Hale County, Texas(6,10)",48189,***,1694.3 ,1525.2, 1876.9,74,stable,4.0 ,-10.1, 20.3
"Oceana County, Michigan(6,10)",26127,***,1693.7 #  ,1534.2, 1865.3,84,stable,-2.7 ,-9.8, 4.9
"Antelope County, Nebraska(6,10)",31003,***,1693.5 ,1404, 2024.6,24,stable,-2.4 ,-20.4, 19.7
"Sullivan County, Missouri(6,10)",29211,***,1693 ,1374, 2063.7,20,stable,-13.5 ,-30.9, 8.4
"Adams County, North Dakota(6,10)",38001,***,1692.7 ,1249.1, 2240.3,10,stable,-8.9 ,-29.9, 18.3
"Harding County, New Mexico(7,8)",35021,***,1692.1 ,997.2, 2679.3,4,stable,1.2 ,-1.3, 3.8
"Alger County, Michigan(6,10)",26003,***,1692 #  ,1450.9, 1961.5,36,stable,9.8 ,-10.3, 34.2
"Deuel County, Nebraska(6,10)",31049,***,1691.1 ,1198.9, 2316.7,8,stable,-2.6 ,-16.2, 13.3
"Lake County, Oregon(6,10)",41037,***,1690.4 ,1424.5, 1991.6,29,stable,-2.2 ,-16.5, 14.7
"Teller County, Colorado(6,10)",08119,***,1690 ,1487.9, 1912.4,64,stable,-2.1 ,-9.8, 6.3
"Johnson County, Wyoming(6,10)",56019,***,1689.2 ,1426.4, 1986.3,30,stable,-4.2 ,-21.2, 16.6
"Panola County, Texas(6,10)",48365,***,1688.1 ,1509.7, 1881.9,66,stable,-0.7 ,-13.7, 14.4
"Oktibbeha County, Mississippi(6,10)",28105,***,1687.9 ,1528.4, 1859.4,83,stable,2.3 ,-7.8, 13.5
"Elko County, Nevada(6,10)",32007,***,1687.6 ,1521.3, 1867.3,80,stable,0.2 ,-17.6, 21.8
"Howard County, Missouri(6,10)",29089,***,1687.1 ,1421.4, 1987.9,29,stable,-5.5 ,-11.9, 1.4
"Moniteau County, Missouri(6,10)",29135,***,1686.9 ,1453.9, 1946.3,38,stable,-7.4 ,-15.9, 2.0
"Willacy County, Texas(6,10)",48489,***,1686.8 ,1477.2, 1917.8,47,stable,13.1 ,-5.6, 35.6
"Graham County, Arizona(6,10)",04009,***,1686.6 ,1523, 1863.2,79,stable,0.0 ,-15.3, 18.1
"Pima County, Arizona(6,10)",04019,***,1686.6 ,1659.1, 1714.4,2927,stable,0.1 ,-3.7, 3.9
"Hendry County, Florida(6,10)",12051,***,1686.5 ,1527.4, 1857.6,83,stable,1.9 ,-10.7, 16.3
"St. Francis County, Arkansas(6,10)",05123,***,1686.4 ,1503.4, 1885.7,64,stable,2.1 ,-9.5, 15.2
"Covington City, Virginia(6,10)",51580,***,1685.7 ,1359, 2066.3,19,stable,-1.6 ,-19.3, 19.9
"Juneau Borough, Alaska(6,10)",02110,***,1685.2 ,1478.5, 1913,54,stable,-0.9 ,-13.5, 13.6
"Perkins County, South Dakota(6,10)",46105,***,1685 ,1257.8, 2207.5,11,stable,-9.5 ,-22.3, 5.4
"Clay County, Tennessee(6,10)",47027,***,1684.9 ,1419.9, 1985.6,29,stable,7.2 ,-13.5, 32.8
"Cassia County, Idaho(7,8)",16031,***,1682.5 ,1482.7, 1901.8,52,stable,-0.2 ,-1.6, 1.2
"Llano County, Texas(6,10)",48299,***,1682.5 ,1546.3, 1827.4,113,stable,-0.7 ,-12.4, 12.6
"Bernalillo County, New Mexico(7,8)",35001,***,1682.4 ,1644.8, 1720.6,1567,falling,-1.3 ,-1.7, -0.9
"Weston County, Wyoming(6,10)",56045,***,1682.3 ,1371.2, 2042.4,21,stable,10.6 ,-7.6, 32.5
"Allendale County, South Carolina(6,10)",45005,***,1681.9 ,1399.1, 2005.4,26,stable,3.4 ,-15.0, 25.8
"Hancock County, Georgia(7)",13141,***,1680.3 ,1415, 1981.4,29,*,*,*,*
"Comal County, Texas(6,10)",48091,***,1679.9 ,1600, 1762.9,345,stable,-4.9 ,-13.3, 4.4
"Luce County, Michigan(6,10)",26095,***,1679.4 #  ,1374.5, 2031.8,21,stable,6.4 ,-10.8, 26.9
"Motley County, Texas(6,10)",48345,***,1678.6 ,1112.5, 2431.8,6,stable,11.6 ,-9.4, 37.6
"Falls Church City, Virginia(6,10)",51610,***,1677.4 ,1393.8, 2001.4,26,stable,5.4 ,-14.7, 30.2
"Tulare County, California(7,8)",06107,***,1677.1 ,1624.3, 1731.2,781,falling,-1.8 ,-2.4, -1.3
"Lincoln County, Colorado(6,10)",08073,***,1677 ,1318.3, 2101.5,15,stable,0.3 ,-11.9, 14.3
"Waller County, Texas(6,10)",48473,***,1676.7 ,1520, 1845.3,88,stable,-3.9 ,-9.6, 2.2
"Pulaski County, Virginia(6,10)",51155,***,1676.2 ,1541.7, 1819.4,118,stable,-3.8 ,-8.0, 0.7
"Hyde County, North Carolina(6,10)",37095,***,1675.3 ,1321.3, 2094.6,16,stable,14.2 ,-7.6, 41.1
"Branch County, Michigan(6,10)",26023,***,1675.2 #  ,1541.9, 1816.9,118,stable,3.8 ,-5.7, 14.2
"Kauai County, Hawaii(7,8)",15007,***,1674.1 ,1568.2, 1785.2,198,stable,-1.0 ,-2.3, 0.4
"Leon County, Texas(6,10)",48289,***,1674 ,1493.6, 1870.2,64,stable,-6.6 ,-21.0, 10.4
"Greene County, North Carolina(6,10)",37079,***,1673.9 ,1472.8, 1895,51,stable,-1.5 ,-35.1, 49.4
"Lincoln Parish, Louisiana(7,8)",22061,***,1673.3 ,1527, 1829.9,98,stable,-1.4 ,-2.9, 0.1
"Pend Oreille County, Washington(6,10)",53051,***,1672.9 ,1464, 1903.6,49,stable,-8.8 ,-25.6, 11.7
"Dodge County, Georgia(7,8)",13091,***,1672.6 ,1481, 1882.4,56,stable,-0.9 ,-2.7, 1.0
"Calhoun County, Michigan(6,10)",26025,***,1669.5 #  ,1592.4, 1749.3,360,stable,2.7 ,-3.8, 9.6
"Dade County, Missouri(6,10)",29057,***,1669.3 ,1400.9, 1973.7,28,falling,-9.2 ,-16.9, -0.7
"Las Animas County, Colorado(6,10)",08071,***,1668.9 ,1463.9, 1894.4,49,stable,-1.1 ,-19.5, 21.6
"Clay County, Georgia(7,8)",13061,***,1667.9 ,1265.3, 2159.4,12,stable,2.8 ,-1.4, 7.2
"Mariposa County, California(7,8)",06043,***,1667.6 ,1497.7, 1851.6,72,falling,-2.5 ,-3.7, -1.2
"Calhoun County, West Virginia(6,10)",54013,***,1667.6 ,1387.6, 1987.4,26,stable,-3.4 ,-11.9, 6.1
"Washington County, Florida(6,10)",12133,***,1667.6 ,1491.1, 1859.4,67,stable,6.6 ,-4.0, 18.3
"Chattahoochee County, Georgia(7,8)",13053,***,1666.9 ,1187.6, 2278.4,8,stable,-1.8 ,-5.2, 1.7
"Grant County, West Virginia(6,10)",54023,***,1666.8 ,1443.3, 1915.2,41,stable,2.6 ,-13.2, 21.2
"Elbert County, Colorado(6,10)",08039,***,1666.7 ,1449.4, 1907.8,50,stable,-1.5 ,-6.4, 3.6
"Bexar County, Texas(6,10)",48029,***,1666.6 ,1641.3, 1692.2,3391,stable,-1.6 ,-5.8, 2.8
"DeKalb County, Alabama(6,10)",01049,***,1666 ,1558.4, 1779.2,183,stable,-3.8 ,-7.7, 0.3
"Johnson County, Georgia(7,8)",13167,***,1665.8 ,1396.9, 1971.6,28,stable,-0.2 ,-2.0, 1.7
"Utah County, Utah(7,8)",49049,***,1665.5 ,1608.3, 1724.1,655,falling,-1.1 ,-1.5, -0.6
"Midland County, Michigan(6,10)",26111,***,1664.9 #  ,1568.8, 1765.3,228,stable,0.3 ,-11.9, 14.2
"Ellis County, Oklahoma(6,10)",40045,***,1664.3 ,1292.8, 2108.8,14,stable,7.4 ,-9.6, 27.5
"Bates County, Missouri(6,10)",29013,***,1663.9 ,1466.1, 1880.9,51,stable,3.0 ,-10.8, 18.9
"Kittitas County, Washington(6,10)",53037,***,1663.7 ,1518.7, 1818.9,101,stable,-5.8 ,-12.6, 1.5
"Holt County, Missouri(6,10)",29087,***,1663.7 ,1321.5, 2066.2,17,stable,10.9 ,-20.5, 54.6
"Chaves County, New Mexico(7,8)",35005,***,1663.5 ,1549, 1784.2,159,falling,-1.3 ,-1.9, -0.7
"Winchester City, Virginia(6,10)",51840,***,1662.1 ,1485.3, 1854.1,66,stable,0.5 ,-6.9, 8.6
"Austin County, Texas(6,10)",48015,***,1661.4 ,1502.8, 1832.3,83,stable,0.6 ,-14.5, 18.5
"Gilchrist County, Florida(6,10)",12041,***,1661.4 ,1467.7, 1873.6,54,stable,-4.4 ,-14.4, 6.7
"Kimball County, Nebraska(6,10)",31105,***,1661.2 ,1292.7, 2101.6,14,stable,1.5 ,-21.7, 31.6
"Pittsylvania County, Virginia(6,10)",51143,***,1660.6 ,1558.6, 1767.5,203,stable,2.5 ,-12.3, 19.8
"Uintah County, Utah(7,8)",49047,***,1660.4 ,1467.4, 1871.7,55,stable,-0.6 ,-1.3, 0.1
"Jack County, Texas(6,10)",48237,***,1659.3 ,1369.2, 1992.8,23,stable,-2.9 ,-11.6, 6.7
"Caldwell County, Texas(6,10)",48055,***,1659 ,1504, 1825.8,86,stable,-4.8 ,-18.4, 11.0
"Campbell County, Wyoming(6,10)",56005,***,1658.5 ,1460.7, 1876,56,stable,-2.1 ,-13.1, 10.3
